,Index,Artist,Song,Emotion,Lyric
10,ML11,Deitrick Haddon,Love Him Like I Do ,happy,"['feat', 'ruben', 'studdard', 'mary', 'mary', 'love', 'like', 'x8', 'ruben', 'studdard', 'tell', 'first', 'pastor', 'church', 'folks', 'friends', 'listen', 'words', 'see', 'god', 'save', 'yeah', 'one', 'else', 'around', 'grace', 'mercy', 'favor', 'know', 'deserve', 'love', 'shows', 'oh', 'let', 'know', 'oh', 'never', 'brought', 'side', 'love', 'like', 'love', 'like', 'love', 'like', 'love', 'like', 'x2', 'deitrick', 'haddon', 'see', 'got', 'testimony', 'save', 'soul', 'hours', 'sinner', 'left', 'floor', 'give', 'second', 'chance', 'save', 'came', 'rescue', 'needed', 'help', 'want', 'know', 'love', 'way', 'enemy', 'said', 'took', 'bottom', 'put', 'top', 'lend', 'hands', 'stop', 'love', 'like', 'love', 'like', 'love', 'like', 'love', 'like', 'love', 'like', 'love', 'like', 'x2', 'mary', 'mary', 'somebody', 'told', 'overcome', 'testimony', 'bet', 'would', 'believe', 'bad', 'fear', 'use', 'paralyze', 'god', 'hand', 'let', 'test', 'brought', 'best', 'never', 'forget', 'going', 'tell', 'world', 'mean', 'ye', 'ah', 'yeah', 'love', 'like', 'love', 'like', 'love', 'like', 'love', 'like', 'x2', 'mary', 'mary', 'let', 'tell', 'love', 'x2', 'good', 'takes', 'care', 'keeps', 'love', 'yeah', 'love', 'love', 'love', 'like', 'love', 'like', 'love', 'like', 'love', 'like']"
11,ML12,The Jackson 5,ABC,relaxed,"['went', 'school', 'learn', 'girl', 'things', 'never', 'never', 'knew', 'like', 'e', 'except', 'c', 'two', 'plus', 'two', 'makes', 'four', 'going', 'teach', 'teach', 'teach', 'love', 'dear', 'love', 'sit', 'take', 'seat', 'got', 'repeat', 'abc', 'easy', 'one', 'two', 'three', 'simple', 'mi', 'abc', 'one', 'two', 'three', 'baby', 'girl', 'abc', 'easy', 'one', 'two', 'three', 'simple', 'mi', 'abc', 'one', 'two', 'three', 'baby', 'girl', 'come', 'let', 'love', 'little', 'bit', 'come', 'let', 'love', 'little', 'bit', 'am-a', 'going', 'teach', 'sing', 'come', 'come', 'come', 'let', 'show', 'reading', 'writing', 'arithmetic', 'branches', 'learning', 'tree', 'without', 'roots', 'love', 'every', 'day', 'girl', 'education', 'ai', 'complete', 't-t-t-teacher', 'going', 'show', 'show', 'show', 'get', 'nyah', 'nyah', 'nyah', 'nyah', 'nyah', 'nyah', 'spell', 'add', 'two', 'listen', 'baby', 'got', 'oh', 'abc', 'easy', 'one', 'two', 'three', 'simple', 'mi', 'abc', 'one', 'two', 'three', 'baby', 'girl', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love', 'easy', 'love', 'sing', 'simple', 'melody', 'one', 'two', 'three', 'sit', 'girl', 'think', 'love', 'ya', 'get', 'girl', 'show', 'shake', 'shake', 'baby', 'come', 'shake', 'shake', 'baby', 'ooh-ooh', 'shake', 'shake', 'baby', 'huh', 'one', 'two', 'three', 'baby', 'ooh-ooh', 'abc', 'baby', 'nah-nah', 'mi', 'baby', 'ow', 'easy', 'love', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love', 'going', 'teach', 'sing', 'come', 'come', 'come', 'let', 'show', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love', 'going', 'teach', 'sing', 'sing', 'sing', 'ow', 'ow', 'ow', 'baby', 'abc', 'easy', 'like', 'counting', 'three', 'sing', 'simple', 'melody', 'easy', 'love']"
12,ML13,Maysa,The Lady In My Life,happy,"['darkness', 'tonight', 'baby', 'love', 'shine', 'put', 'trust', 'heart', 'meet', 'paradise', 'boy', 'every', 'wonder', 'world', 'treasure', 'time', 'steal', 'away', 'listen', 'heart', 'lay', 'body', 'close', 'mine', 'let', 'feel', 'dreams', 'make', 'feel', 'alright', 'baby', 'years', 'going', 'love', 'day', 'promise', 'tonight', 'always', 'lady', 'life', 'lay', 'back', 'tenderness', 'let', 'make', 'night', 'forget', 'oh', 'need', 'sweet', 'caress', 'reach', 'fantasy', 'two', 'hearts', 'beat', 'ecstasy', 'come', 'boy', 'keep', 'warm', 'shadows', 'night', 'let', 'touch', 'love', 'make', 'feel', 'right', 'baby', 'years', 'even', 'old', 'gray', 'love', 'day', 'always', 'lady', 'always', 'lady', 'life', 'always', 'lady', 'life', 'stay', 'always', 'lady', 'life', 'want', 'stay', 'always', 'lady', 'life', 'need', 'side', 'always', 'lady', 'life', 'oh', 'yeah', 'baby', 'always', 'lady', 'life', 'love', 'yes', 'always', 'lady', 'life', 'need', 'baby', 'always', 'lady', 'life', 'ever', 'know', 'always', 'lady', 'life', 'love', 'baby', 'always', 'lady', 'life', 'got', 'let', 'show', 'always', 'lady', 'life', 'love', 'baby', 'always', 'lady', 'life', 'need', 'baby', 'always', 'lady', 'life', 'see', 'love', 'boy', 'see', 'love', 'baby', 'always', 'lady', 'life', 'always', 'lady', 'life', 'always', 'lady', 'life']"
13,ML14,Ryan Shaw,We Got Love,happy,"['baby', 'wrapped', 'arms', 'never', 'rains', 'prayin', 'every', 'day', 'oh', 'baby', 'flyin', 'high', 'one', 'deny', 'tell', 'look', 'eyes', 'got', 'love', 'got', 'got', 'baby', 'got', 'money', 'everything', 'man', 'dreamin', 'oh', 'got', 'love', 'baby', 'got', 'love', 'oh', 'yeah', 'know', 'love', 'see', 'smile', 'oh', 'done', 'done', 'makes', 'worthwhile', 'oh', 'baby', 'desire', 'slightest', 'touch', 'slightest', 'touch', 'soul', 'fire', 'got', 'love', 'baby', 'got', 'got', 'got', 'money', 'everything', 'man', 'dreamin', 'oh', 'got', 'love', 'baby', 'got', 'love', 'storms', 'going', 'rise', 'winds', 'going', 'blow', 'ai', 'need', 'worry', 'long', 'know', 'long', 'know', 'got', 'love', 'baby', 'got', 'got', 'whole', 'got', 'money', 'everything', 'man', 'dreamin', 'oh', 'got', 'love', 'baby', 'got', 'love', 'new', 'around', 'let', 'nothing', 'nothing', 'shake', 'love', 'found', 'got', 'love', 'baby', 'got', 'love', 'yeah', 'yeah', 'love', 'baby', 'got', 'love', 'know', 'got', 'got', 'got', 'got', 'love', 'soon', 'need', 'little', 'bit', 'love', 'baby', 'got', 'got', 'love', 'oh', 'love', 'oh', 'love']"
14,ML15,The Paris Sisters,I Love How You Love Me,happy,"['unfortunately', 'licensed', 'display', 'full', 'lyrics', 'song', 'moment', 'hopefully', 'able', 'future', 'random', 'page']"
15,ML16,New Direction,I Came To Jesus,sad,"['messed', 'dirty', 'could', 'way', 'hell', 'heard', 'preacher', 'preaching', 'word', 'god', 'confess', 'sins', 'repent', 'came', 'jesus', 'weary', 'worn', 'sad', 'found', 'resting', 'place', 'made', 'made', 'glad', 'asked', 'lord', 'could', 'love', 'sinned', 'said', 'repent', 'forgive', 'question', 'serve', 'might', 'dirty', 'messed', 'inside', 'may', 'even', 'lost', 'live', 'discouraged', 'throw', 'towel', 'confess', 'sins', 'repent', 'like', 'vamp', '1', 'weary', 'vamp', '2', 'jesus']"
16,ML17,Kurt Carr & The Kurt Carr Singers,God Great God,happy,"['glory', 'honor', 'dominion', 'power', 'forever', 'lord', 'god', 'omnipotent', 'reineth', 'power', 'forever', 'power', 'greater', 'sovereign', 'god', 'god', 'great', 'god', 'worthy', 'honor', 'glory', 'stand', 'reverence', 'blessed', 'presence', 'jehovah', 'forever', 'ever', 'god', 'nobody', 'greater', 'nobody', 'greater', 'nobody', 'greater', 'greater', 'god', 'nobody', 'nobody', 'nobody', 'greater', 'god', 'god', 'great', 'god', 'god', 'great', 'god', 'jehovah', 'god', 'great', 'god', 'whoo', 'whoo', 'god', 'great', 'god', 'forever']"
17,ML18,Kenny Lattimore,And I Love Her,happy,"['give', 'love', 'saw', 'love', 'love', 'love', 'yeah', 'gives', 'everything', 'tenderly', 'kiss', 'lover', 'brings', 'brings', 'love', 'love', 'like', 'could', 'never', 'die', 'long', 'near', 'bright', 'stars', 'shine', 'dark', 'sky', 'know', 'love', 'mine', 'never', 'die', 'love', 'bright', 'stars', 'shine', 'dark', 'sky', 'sky', 'know', 'love', 'mine', 'never', 'die', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love']"
18,ML19,Jordin Sparks,Battlefield,angry,"['try', 'explain', 'mind', 'know', 'happening', 'one', 'minute', 'love', 'suddenly', 'like', 'battle-field', 'one', 'word', 'turns', 'war', 'smallest', 'things', 'tear', 'us', 'world', 'nothing', 'without', 'shield', 'go', 'back', 'hands', 'tied', 'behind', 'back', 'nothing', 'oh', 'times', 'climb', 'fast', 'fall', 'got', 'fall', 'never', 'meant', 'start', 'war', 'know', 'never', 'want', 'hurt', 'even', 'know', 'fighting', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'love', 'always', 'feel', 'like', 'swallow', 'pride', 'neither', 'us', 'want', 'raise', 'flag', 'mhm', 'surrender', 'going', 'lose', 'oh', 'hands', 'tied', 'behind', 'back', 'nothing', 'oh', 'times', 'climb', 'fast', 'fall', 'want', 'fall', 'never', 'meant', 'start', 'war', 'know', 'never', 'want', 'hurt', 'even', 'know', 'fighting', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'guess', 'better', 'go', 'get', 'armor', 'get', 'armor', 'get', 'armor', 'guess', 'better', 'go', 'get', 'armor', 'get', 'armor', 'get', 'armor', 'guess', 'better', 'go', 'get', 'could', 'pretend', 'friends', 'tonight', 'oh-oh-oh', 'morning', 'wake', 'right', 'cause', 'baby', 'fight', 'want', 'love', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'guess', 'better', 'go', 'get', 'armor', 'never', 'meant', 'start', 'war', 'know', 'never', 'want', 'hurt', 'even', 'know', 'fighting', 'fighting', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'battlefield', 'guess', 'better', 'go', 'get', 'armor', 'get', 'armor', 'get', 'armor', 'guess', 'better', 'go', 'get', 'armor', 'get', 'armor', 'get', 'armor', 'love', 'always', 'feel', 'like', 'love', 'always', 'feel', 'like', 'battlefield', 'battlefield', 'never', 'meant', 'start', 'war', 'even', 'know', 'fighting', 'never', 'meant', 'start', 'war', 'even', 'know', 'fighting']"
19,ML20,Spoon,You Got Yr. Cherry Bomb,angry,"['life', 'fair', 'let', 'go', 'push', 'good', 'got', 'cherry', 'bomb', 'blow', 'cherry', 'bomb', 'lost', 'long', 'ago', 'know', 'way', 'back', 'spirit', 'far', 'brush', 'teeth', 'bed', 'blow', 'cherry', 'bomb', 'blow', 'cherry', 'bomb', 'got', 'know', 'sleeve', 'know', 'sleeve', 'know', 'sleeve', 'longest', 'day', 'ever', 'known', 'watched', 'start', 'drive', 'alone', 'blow', 'cherry', 'bomb', 'going', 'burn', 'right', 'sleeve', 'burn', 'right', 'sleeve', 'go', 'dressing', 'gown', 'get', 'bed', 'blow', 'cherry', 'bomb', 'oh', 'life', 'could', 'fair', 'let', 'go', 'could', 'pay', 'cherry', 'bomb', 'oh', 'life', 'could', 'fair', 'let', 'go', 'could', 'pay', 'cherry', 'bomb']"
20,ML21,Tarralyn Ramsey,Peace Of God,relaxed,"['oh', 'peace', 'god', 'reign', 'spirit', 'calling', 'free', 'heart', 'heavy', 'weighted', 'know', 'presence', 'always', 'around', 'repeat', '3', 'times', 'ooh', 'mmmmmm', 'peace', 'god', 'surpasses', 'understanding', 'peace', 'god', 'supasses', 'understanding', 'repeat', '4', 'times']"
21,ML22,Tyrese,One,relaxed,"['one', 'tyrese', 'let', 'start', 'sayin', 'one', 'first', 'time', 'felt', 'like', 'plain', 'day', 'oh', 'number', 'dial', 'chicks', 'sex', 'gettin', 'ai', 'trip', 'matter', 'cause', 'matter', 'get', 'one', '1', 'imma', 'good', 'one', 'girl', 'one', 'girl', 'need', 'imma', 'straight', 'one', 'crib', 'two', 'whips', 'grown', 'need', 'one', 'ghetto', 'girl', 'makes', 'baby', 'squeeze', 'one', 'ghetto', 'girl', 'shakin', 'chicks', 'one', 'knee', 'one', 'ring', 'baby', 'need', 'one', 'ai', 'nothing', 'going', 'stop', 'lovin', 'wifing', 'spendin', 'life', 'baby', 'committed', 'one', 'one', 'damn', 'good', 'sex', 'want', 'without', 'hat', 'imagine', 'got', 'real', 'nigga', 'gon', 'back', 'imagine', 'way', 'gon', 'go', 'gon', 'one', '1-repeat', 'girl', 'ai', 'going', 'front', 'tell', 'truth', 'way', 'gone', 'way', 'gone', 'ai', 'nothin', 'give', 'make', 'one', 'baby', 'one', 'girl', 'one', 'step', 'one', 'breath', 'one', 'love', 'one', 'name', 'one', 'one', 'ring', 'one', 'church', 'one', 'preacher', 'one', 'choir', 'two', 'little', 'words', '1-repeat', 'one', 'one', 'girl', 'one', 'girl', 'baby', 'need', 'one', 'need', 'one', 'one', 'girl', 'one', 'one', 'girl', 'baby', 'one', 'baby', 'need', 'one', 'one', 'one', 'ring', 'one', 'church']"
22,ML23,Dr. Dog,Where'd All The Time Go?,sad,"['time', 'go', 'starting', 'fly', 'see', 'hands', 'go', 'waving', 'goodbye', 'know', 'get', 'forgetful', 'look', 'eyes', 'walking', 'backwards', 'parade', 'stuck', 'shadow', 'blocking', 'shade', 'ai', 'way', 'sweep', 'mess', 'made', 'gets', 'dressed', 'like', 'pillow', 'always', 'bed', 'flowers', 'sick', 'dead', 'go', 'way', 'fast', 'way', 'slow', 'turn', 'stone', 'hospitals', 'funeral', 'homes', 'fog', 'rises', 'somebody', 'sighs', 'disguise', 'anymore', 'nothing', 'keep', 'falling', 'love', 'starts', 'bottom', 'comes', 'like', 'pieces', 'puzzle', 'like', 'hand', 'glove', 'gets', 'dressed', 'like', 'pillow', 'always', 'bed', 'flowers', 'sick', 'dead', 'go', 'way', 'fast', 'way', 'slow', 'turn', 'stop', 'hospitals', 'funeral', 'homes', 'tide', 'rises', 'somebody', 'sinks', 'gone', 'blink', 'eye']"
23,ML24,Tarralyn Ramsey,Unconditional Love,happy,"['love', 'many', 'times', 'everyone', 'loved', 'walked', 'right', 'door', 'never', 'knew', 'find', 'someone', 'like', 'take', 'hand', 'help', 'stand', 'never', 'knew', 'find', 'someone', 'like', 'give', 'unconditional', 'love', 'unconditional', 'love', 'give', 'unconditional', 'love', 'give', 'unconditional', 'love', 'holy', 'unconditional', 'love', 'give', 'unconditional', 'love', 'love', 'many', 'times', 'everyone', 'loved', 'walked', 'right', 'door', 'never', 'knew', 'find', 'someone', 'like', 'take', 'hand', 'help', 'stand', 'never', 'knew', 'find', 'someone', 'like', 'give', 'unconditional', 'love', 'give', 'unconditional', 'love', 'give', 'unconditional', 'love', 'yeah', 'want', 'unconditional', 'love', 'give', 'unconditional', 'love', 'lord', 'love', 'yes', 'give', 'unconditional', 'love', 'love', 'right', 'god', 'knows', 'love', 'right', 'hold', 'tight', 'lord', 'love', 'lord', 'love', 'love', 'right', 'nobody', 'like', 'hold', 'tight', 'lord', 'love', 'whole', 'heart', 'lord', 'love', 'love', 'right', 'hold', 'tight', 'lord', 'love', 'lord', 'love']"
24,ML25,Kool & The Gang,Steppin' Into Love,happy,"['tonight', 'tonight', 'tonight', 'lovely', 'feeling', 'music', 'appealing', 'steppin', 'love', 'baby', 'start', 'dancin', 'begin', ""romancin'"", 'steppin', 'love', 'baby', 'steppin', 'love', 'tonight', 'steppin', 'love', 'music', 'thrilling', 'willing', 'steppin', 'love', 'baby', 'every', 'beat', 'love', 'song', 'nothing', 'go', 'wrong', 'steppin', 'love', 'baby', 'steppin', 'love', 'tonight', 'steppin', 'love', 'every', 'night', 'go', 'dance', 'chance', 'increase', 'romance', 'know', 'every', 'beat', 'love', 'steppin', 'love', 'steppin', 'love', 'every', 'night', 'go', 'dance', 'chance', 'increase', 'romance', 'know', 'every', 'beat', 'love', 'steppin', 'love', 'tonight', 'tonight', 'tonight', 'beat', 'gettin', 'stronger', 'dance', 'little', 'longer', 'steppin', 'love', 'baby', 'steppin', 'small', 'way', 'says', 'love', 'always', 'steppin', 'love', 'baby', 'steppin', 'love', 'tonight', 'steppin', 'love', 'whoa', 'tonight', 'every', 'night', 'go', 'dance', 'chance', 'increase', 'romance', 'know', 'every', 'beat', 'love', 'steppin', 'love', 'tonight', 'tonight', 'tonight', 'night']"
25,ML26,Anders Osborne,Darkness At The Bottom,sad,"['darkness', 'bottom', 'hole', 'dig', 'darkness', 'bottom', 'hole', 'dig', 'yeah', 'knees', 'beggin', 'please', 'lord', 'save', 'losin', 'leaves', 'wondering', 'going', 'leaves', 'wondering', 'going', 'everbody', 'talking', 'nobody', 'listening', 'darkness', 'bottom', 'hole', 'dig', 'darkness', 'bottom', 'hole', 'dig', 'yeah', 'knees', 'crawlin', 'mud', 'like', 'pig', 'hearing', 'believing', 'tell', 'need', 'know', 'hearing', 'believing', 'tell', 'need', 'know', 'yeah', 'everybody', 'pushing', 'ai', 'got', 'nowhere', 'go', 'nowhere', 'go', 'nowhere', 'go', 'darkness', 'bottom', 'whole', 'lot', 'misery', 'darkness', 'bottom', 'whole', 'lot', 'misery', 'yeah', 'seen', 'blood', 'turn', 'water', 'whole', 'lotta', 'low', 'greed', 'whole', 'lotta', 'low', 'greed']"
26,ML27,The Rolling Stones,Gimme Shelter,angry,"['ooh', 'storm', ""threatenin'"", 'life', 'today', 'get', 'shelter', 'ooh', 'yeah', 'going', 'fade', 'away', 'war', 'children', 'shot', 'away', 'shot', 'away', 'war', 'children', 'shot', 'away', 'shot', 'away', 'yeah', 'ooh', 'see', 'fire', ""sweepin'"", 'streets', 'today', 'burns', 'like', 'red', 'coal', 'carpet', 'mad', 'bull', 'lost', 'way', 'war', 'children', 'yes', 'shot', 'away', 'shot', 'away', 'war', 'children', 'shot', 'away', 'shot', 'away', 'yeah', 'rape', 'murder', 'shot', 'away', 'shot', 'away', 'rape', 'murder', 'yeah', 'shot', 'away', 'shot', 'away', 'rape', 'murder', 'shot', 'away', 'shot', 'away', 'yeah', 'yeah', 'mmm', 'floods', ""threatenin'"", 'life', 'today', 'gim', 'gim', 'shelter', 'going', 'fade', 'away', 'war', 'children', 'shot', 'away', 'shot', 'away', 'shot', 'away', 'shot', 'away', 'shot', 'away', 'tell', 'love', 'sister', 'kiss', 'away', 'kiss', 'away', 'kiss', 'away', 'kiss', 'away', 'kiss', 'away', 'kiss', 'away', 'kiss', 'away', 'yeah']"
27,ML28,The Rolling Stones,Happy,happy,"['well', 'never', 'kept', 'dollar', 'past', 'sunset', 'always', 'burned', 'hole', 'pants', 'never', 'made', 'school', 'mama', 'happy', 'never', 'blew', 'second', 'chance', 'oh', 'need', 'love', 'keep', 'happy', 'need', 'love', 'keep', 'happy', 'baby', 'baby', 'keep', 'happy', 'baby', 'baby', 'keep', 'happy', 'always', 'took', 'candy', 'strangers', 'want', 'get', 'trade', 'never', 'want', 'like', 'papa', 'working', 'boss', 'every', 'night', 'day', 'need', 'love', 'keep', 'happy', 'need', 'love', 'baby', ""y'keep"", 'happy', 'baby', ""y'keep"", 'happy', 'baby', 'please', 'keep', 'need', 'love', 'keep', 'happy', 'need', 'love', 'keep', 'happy', 'baby', 'baby', 'keep', 'happy', 'baby', 'never', 'got', 'flash', 'cocktails', 'got', 'flesh', 'bone', 'never', 'got', 'lift', 'lear', 'jets', 'fly', 'way', 'back', 'home', 'need', 'love', 'keep', 'happy', 'need', 'love', 'keep', 'happy', 'baby', 'baby', 'keep', 'happy', 'baby', 'baby', 'keep', 'happy', 'baby', 'happy', 'baby', ""y'keep"", 'happy', 'baby', ""y'keep"", 'happy', 'baby', ""y'keep"", 'happy', 'baby', ""y'keep"", 'happy', 'baby', ""y'keep"", 'happy', 'baby', ""y'keep"", 'happy', 'oh', 'keep', ""dancin'"", 'keep', 'happy', 'baby', 'squeeze', 'happy', 'c', 'amon', 'baby', 'got', ""feelin'"", 'happy', 'keep', 'happy', 'try', 'mama', 'keep', 'happy', 'keep', ""dancin'"", 'keep', 'happy', 'keep', ""dancin'"", 'keep', 'happy']"
28,ML29,Bobby Bare,Detroit City,relaxed,"['want', 'go', 'home', 'want', 'go', 'home', 'oh', 'want', 'go', 'home', 'last', 'night', 'went', 'sleep', 'detroit', 'city', 'dreamed', 'cotton', 'fields', 'home', 'dreamed', 'mother', 'dear', 'old', 'papa', 'sister', 'brother', 'dreamed', 'girl', 'waiting', 'long', 'want', 'go', 'home', 'want', 'go', 'home', 'oh', 'want', 'go', 'home', 'homefolks', 'think', 'big', 'detroit', 'city', 'letters', 'write', 'think', 'fine', 'day', 'make', 'cars', 'night', 'make', 'bars', 'could', 'read', 'lines', 'spoken', 'know', 'rode', 'freight', 'train', 'north', 'detroit', 'city', 'years', 'find', 'wastin', 'time', 'think', 'take', 'foolish', 'pride', 'put', 'southbound', 'freight', 'ride', 'go', 'back', 'loved', 'ones', 'ones', 'left', 'waitin', 'far', 'behind', 'want', 'go', 'home', 'want', 'go', 'home', 'oh', 'want', 'go', 'home']"
29,ML30,Gene Watson,Got No Reason Now For Goin' Home,relaxed,"['got', 'reason', 'goin', 'home', 'reason', 'gone', 'got', 'one', 'talk', 'even', 'though', 'know', 'ought', 'got', 'reasons', 'goin', 'home', 'every', 'reason', 'man', 'could', 'want', 'going', 'home', 'makin', 'love', 'end', 'night', 'sittin', ""thinkin'"", 'missin', 'hurtin', 'drinkin', 'got', 'reason', 'goin', 'home', 'reason', 'gone', 'got', 'one', 'talk', 'even', 'though', 'know', 'ought', 'got', 'reasons', 'goin', 'home', 'hard', 'knowin', 'another', 'knowin', 'love', 'end', 'night', 'sitting', ""thinkin'"", 'missin', 'hatin', 'drinkin', 'got', 'reason', 'goin', 'home', 'reason', 'gone', 'got', 'one', 'talk', 'even', 'though', 'know', 'ought', 'got', 'reasons', 'goin', 'home']"
30,ML31,George Strait,El Rey,sad,"['yo', 'se', 'bien', 'que', 'estoy', 'afuera', 'pero', 'el', 'dia', 'que', 'yo', 'muera', 'se', 'que', 'tendras', 'que', 'llorar', 'llorar', 'lloyar', 'lloyar', 'lloyar', 'diras', 'que', 'quisiste', 'pero', 'vas', 'estar', 'muy', 'triste', 'asi', 'te', 'vas', 'quedar', 'con', 'dinero', 'sin', 'dinero', 'hago', 'siempre', 'lo', 'quiero', 'mi', 'palabra', 'es', 'la', 'ley', 'tengo', 'trono', 'ni', 'reina', 'ni', 'madie', 'que', 'comprenda', 'pero', 'sigo', 'siendo', 'el', 'rey', 'una', 'piedra', 'en', 'el', 'camino', 'enseno', 'que', 'mi', 'destino', 'era', 'rodar', 'rodar', 'rodar', 'rodar', 'rodar', 'rodar', 'despues', 'dijo', 'un', 'arriero', 'que', 'hay', 'que', 'llegar', 'primero', 'pero', 'hay', 'que', 'saber', 'le', 'llegar', 'con', 'dinero', 'sin', 'dinero', 'hago', 'siempre', 'lo', 'quiero', 'mi', 'palabra', 'es', 'la', 'ley', 'tengo', 'trono', 'ni', 'reina', 'ni', 'madie', 'que', 'comprenda']"
31,ML32,Playing For Change,Don't Worry,relaxed,"['let', 'worry', 'brother', 'world', 'must', 'find', 'peace', 'must', 'find', 'together', 'far', 'away', 'heart', 'got', 'good', 'vibration', 'let', 'heart', 'follow', 'rhythm', 'voice', 'give', 'emotion', 'fulfill', 'peace', 'butterfly', 'dances', 'sky', 'want', 'sing', 'like', 'got', 'good', 'sensation', 'got', 'good', 'sensation', 'got', 'good', 'vibration', 'got', 'good', 'vibration', 'lets', 'worry', 'brother', 'world', 'must', 'find', 'peace', 'must', 'find', 'together', 'far', 'away', 'heart', 'got', 'good', 'vibration', 'got', 'good', 'vibration', 'got', 'good', 'vibration']"
32,ML33,The Rolling Stones,Melody,relaxed,"['two', 'one', 'two', 'melody', 'melody', 'second', 'name', 'melody', 'melody', 'second', 'name', 'melody', 'melody', 'yeah', 'second', 'name', 'melody', 'melody', 'second', 'name', 'came', 'home', 'one', 'morning', 'quarter', 'three', 'banging', 'door', 'lost', 'key', 'oh', 'open', 'baby', 'got', 'someone', 'else', 'inside', 'going', 'come', 'get', 'ya', 'dead', 'alive', 'melody', 'melody', 'second', 'name', 'melody', 'melody', 'yeah', 'second', 'name', 'melody', 'melody', 'yeah', 'second', 'name', 'melody', 'melody', 'yeah', 'second', 'name', 'took', 'dancing', 'drank', 'away', 'cash', 'said', 'going', 'fix', 'face', 'worry', 'back', 'looking', 'high', 'low', 'like', 'mustard', 'ham', 'crashed', 'bathroom', 'arms', 'best', 'friend', 'melody', 'melody', 'second', 'name', 'melody', 'melody', 'second', 'name', 'melody', 'melody', 'baby', 'second', 'name', 'melody', 'melody', 'yeah', 'second', 'name', 'melody', 'melody', 'second', 'name', 'well', 'melody', 'second', 'name', 'one', 'day', 'left', 'took', 'everything', 'moved', 'car', 'took', 'trailer', 'home', 'took', 'sunday', 'boots', 'nose', 'trail', 'going', 'catch', 'surprise', 'going', 'pleasure', 'roast', 'child', 'alive', 'say', 'melody', 'second', 'name', 'melody', 'melody', 'second', 'name', 'melody', 'oh', 'melody', 'yeah', 'second', 'name', 'melody', 'melody', 'well', 'second', 'name', 'yeah', 'yeah', 'yeah', 'baby', 'second', 'name', 'yeah', 'yeah', 'yeah', 'yes', 'uh', 'huh', 'yes', 'yeah', 'oh', 'oh', 'yeah', 'yeah', 'melody', 'second', 'name', 'melody', 'second', 'name', 'aw', 'sweet', 'sweet', 'sweet', 'baby', 'melody', 'melody', 'melody', 'oh', 'baby', 'say', 'baby', 'oh', 'oh', 'oh', 'two', 'times', 'melody', 'melody', 'second', 'name', 'melody', 'melody', 'second', 'name', 'melody']"
33,ML34,Stars,Fixed,sad,"['want', 'always', 'want', 'always', 'plans', 'fall', 'changing', 'hands', 'chances', 'winning', 'hold', 'heart', 'let', 'called', 'touch', 'turns', 'fisticuffs', 'head', 'wonder', 'fixed', 'cut', 'statistics', 'collected', 'whole', 'hunger', 'keeps', 'climbing', 'walls', 'one', 'thing', 'count', 'end', 'floating', 'away', 'end', 'floating', 'away', 'hold', 'heart', 'let', 'called', 'touch', 'turns', 'fisticuffs', 'head', 'wonder', 'fixed', 'cut', 'fault', 'fault', 'fault', 'fault', 'fault', 'fault', 'fault', 'fault', 'sinking', 'say', 'finished', 'say', 'buried', 'say', 'care', 'caring', 'fades']"
34,ML35,Glasser,Home,relaxed,"['clouds', 'dust', 'raining', 'us', 'phantom', 'bed', 'love', 'home', 'home', 'naturally', 'collapsing', 'homes', 'beds', 'wedding', 'rings', 'home', 'home', 'home', 'home', 'home', 'home', 'clouds', 'dust', 'raining', 'us', 'phantom', 'bed', 'love', 'home', 'home']"
